id,name,chapter,subsection,tags,suji,xingwei,guijing,gongxiao,zhuzhi,yongfa,jinji,yaoli,jianjie,file
345,墨旱莲,补虚药,补阴药,,滋补肝肾、凉血止血为要,甘、酸，寒,肝、肾经,滋补肝肾；凉血止血,肝肾阴虚，头晕目眩，须发早白；阴虚血热之吐血衄血、尿血便血、崩漏,煎服，6～12g,脾胃虚寒者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补阴药/墨旱莲.md
346,天冬,补虚药,补阴药,,养阴润燥、清肺生津为要,甘、苦，寒,肺、肾经,养阴润燥；清肺生津,肺燥干咳，顿咳痰黏，劳嗽咯血；肾阴不足，阴虚火旺，潮热盗汗；内热消渴，肠燥便秘,煎服，6～12g,脾胃虚寒、食少便溏、外感风寒咳嗽者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补阴药/天冬.md
347,女贞子,补虚药,补阴药,,滋补肝肾、明目乌发为要,甘、苦，凉,肝、肾经,滋补肝肾；明目乌发,肝肾阴虚，眩晕耳鸣，腰膝酸软，须发早白；目暗不明，内热消渴，骨蒸潮热,煎服，6～12g,脾胃虚寒泄泻及阳虚者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补阴药/女贞子.md
348,明党参,补虚药,补阴药,,润肺化痰、养阴和胃为要,甘、微苦，微寒,肺、脾、肝经,润肺化痰；养阴和胃；平肝；解毒,肺热咳嗽，呕吐反胃；食少口干；目赤眩晕；疔毒疮疡,煎服，6～12g,脾虚泄泻者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补阴药/明党参.md
349,枸杞子,补虚药,补阴药,,滋补肝肾、益精明目为要,甘，平,肝、肾经,滋补肝肾；益精明目,虚劳精亏，腰膝酸痛，眩晕耳鸣，阳痿遗精；内热消渴，血虚萎黄；目昏不明,煎服，6～12g,脾虚便溏者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补阴药/枸杞子.md
350,桑椹,补虚药,补阴药,,滋阴补血、生津润燥为要,甘、酸，寒,心、肝、肾经,滋阴补血；生津润燥,肝肾阴虚，眩晕耳鸣，心悸失眠，须发早白；津伤口渴，内热消渴，肠燥便秘,煎服，9～15g；鲜品30～60g,脾胃虚寒便溏者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补阴药/桑椹.md
351,玉竹,补虚药,补阴药,,养阴润燥、生津止渴为要,甘，微寒,肺、胃经,养阴润燥；生津止渴,肺胃阴伤，燥热咳嗽，咽干口渴；内热消渴,煎服，6～12g,脾虚便溏者慎用；痰湿内蕴者不宜,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补阴药/玉竹.md
352,百合,补虚药,补阴药,,养阴润肺、清心安神为要,甘，微寒,心、肺经,养阴润肺；清心安神,阴虚燥咳，劳嗽咯血；虚烦惊悸，失眠多梦，精神恍惚,煎服，6～12g；蜜炙可增强润肺,风寒咳嗽、中寒便溏者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补阴药/百合.md
353,石斛,补虚药,补阴药,,益胃生津、滋阴清热为要,甘，微寒,胃、肾经,益胃生津；滋阴清热,热病津伤，口干烦渴，胃阴不足，食少干呕；阴虚火旺，骨蒸劳热，目暗不明，筋骨痿软,煎服，6～12g，鲜品15～30g,温热病早期阴未伤者、湿温未化燥者忌用；脾胃虚寒者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补阴药/石斛.md
354,鳖甲,补虚药,补阴药,,滋阴潜阳、退热除蒸为要,咸，微寒,肝、肾经,滋阴潜阳；退热除蒸；软坚散结,阴虚发热，骨蒸劳热；阴虚阳亢，头晕目眩；虚风内动；癥瘕积聚，疟母,煎服，9～24g，打碎先煎；醋淬研末服,脾胃虚寒、食少便溏及孕妇慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补阴药/鳖甲.md
355,麦冬,补虚药,补阴药,,养阴生津、润肺清心为要,甘、微苦，微寒,心、肺、胃经,养阴生津；润肺清心,肺燥干咳，阴虚劳嗽，喉痹咽痛；胃阴不足，津伤口渴，内热消渴；心烦失眠，肠燥便秘,煎服，6～12g,不宜与藜芦同用；风寒咳嗽、脾胃虚寒泄泻者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补阴药/麦冬.md
356,黄精,补虚药,补阴药,,补气养阴、健脾为要,甘，平,脾、肺、肾经,补气养阴；健脾；润肺；益肾,脾胃虚弱，体倦乏力，口干食少；肺虚燥咳，劳嗽咯血；精血不足，腰膝酸软，须发早白，内热消渴,煎服，9～15g,脾虚湿阻、痰湿壅滞、中寒便溏者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补阴药/黄精.md
357,黑芝麻,补虚药,补阴药,,补肝肾、益精血为要,甘，平,肝、肾、大肠经,补肝肾；益精血；润肠燥,精血亏虚，头晕眼花，须发早白，耳鸣耳聋；肠燥便秘,煎服，9～15g；研粉服,大便溏泄者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补阴药/黑芝麻.md
358,龟甲,补虚药,补阴药,,滋阴潜阳、益肾强骨为要,咸、甘，微寒,肝、肾、心经,滋阴潜阳；益肾强骨；养血补心；固经止崩,阴虚阳亢，头晕目眩；阴虚发热，骨蒸潮热，盗汗遗精；虚风内动；肾虚筋骨痿软；心虚健忘失眠；阴虚血热崩漏,煎服，9～24g，打碎先煎；醋淬研末服,脾胃虚寒、胃有寒湿者忌用；孕妇慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补阴药/龟甲.md
359,桂枝,解表药,发散风寒药,,发汗解肌、温通经脉为要,辛、甘，温,心、肺、膀胱经,发汗解肌；温通经脉；助阳化气,风寒表虚有汗证及表实无汗证；寒凝血滞诸痛证；痰饮、蓄水证；心悸,煎服，3～10g,温热病、阴虚阳盛及血热妄行者忌用，孕妇及月经过多者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,解表药/发散风寒药/桂枝.md
360,生姜,解表药,发散风寒药,,解表散寒、温中止呕为要,辛，微温,肺、脾、胃经,解表散寒；温中止呕；温肺止咳；解鱼蟹毒,风寒感冒；胃寒呕吐；寒痰咳嗽；鱼蟹中毒,煎服，3～10g,热盛及阴虚内热者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,解表药/发散风寒药/生姜.md
361,白芷,解表药,发散风寒药,,解表散寒、祛风止痛为要,辛，温,肺、胃、大肠经,解表散寒；祛风止痛；宣通鼻窍；燥湿止带；消肿排脓,风寒感冒；头痛、牙痛、痹痛；鼻渊；带下证；疮疡肿痛,煎服，3～10g,阴虚血热者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,解表药/发散风寒药/白芷.md
362,紫苏叶,解表药,发散风寒药,,解表散寒、行气和胃为要,辛，温,肺、脾经,解表散寒；行气和胃；解鱼蟹毒,风寒感冒；脾胃气滞、胸闷呕吐；鱼蟹中毒,煎服，5～10g，不宜久煎,气虚表虚者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,解表药/发散风寒药/紫苏叶.md
363,细辛,解表药,发散风寒药,,解表散寒、祛风止痛为要,辛，温；有小毒,肺、肾、心经,解表散寒；祛风止痛；通窍；温肺化饮,风寒感冒；头痛、牙痛、痹痛；鼻渊鼻塞；寒痰停饮咳喘,煎服，1～3g；散剂每次0.5～1g,阴虚阳亢头痛、肺燥伤阴干咳者忌用；反藜芦,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,解表药/发散风寒药/细辛.md
364,羌活,解表药,发散风寒药,,解表散寒、祛风胜湿为要,辛、苦，温,膀胱、肾经,解表散寒；祛风胜湿；止痛,风寒感冒；风寒湿痹，尤宜上半身痹痛,煎服，3～10g,血虚痹痛、阴虚头痛者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,解表药/发散风寒药/羌活.md
365,苍耳子,解表药,发散风寒药,,发散风寒、通鼻窍为要,辛、苦，温；有毒,肺经,发散风寒；通鼻窍；祛风湿；止痛,鼻渊头痛；风寒感冒；风湿痹痛,煎服，3～10g；或入丸散,血虚头痛者不宜；过量易中毒,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,解表药/发散风寒药/苍耳子.md
366,荆芥,解表药,发散风寒药,,祛风解表、透疹消疮为要,辛，微温,肺、肝经,祛风解表；透疹消疮；炒炭止血,外感表证；麻疹不透、风疹瘙痒；疮疡初起；吐衄下血（炒炭用）,煎服，5～10g，不宜久煎,表虚自汗、阴虚头痛者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,解表药/发散风寒药/荆芥.md
367,藁本,解表药,发散风寒药,,祛风散寒、除湿止痛为要,辛，温,膀胱经,祛风散寒；除湿止痛,风寒感冒、巅顶头痛；风寒湿痹,煎服，3～10g,血虚头痛及热证者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,解表药/发散风寒药/藁本.md
368,辛夷,解表药,发散风寒药,,散风寒、通鼻窍为要,辛，温,肺、胃经,散风寒；通鼻窍,鼻渊、鼻塞流涕；风寒感冒头痛,煎服，3～10g，包煎,鼻病因于阴虚火旺者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,解表药/发散风寒药/辛夷.md
369,防风,解表药,发散风寒药,,祛风解表、胜湿止痛为要,辛、甘，微温,膀胱、肝、脾经,祛风解表；胜湿止痛；止痉,外感表证；风疹瘙痒；风湿痹痛；破伤风,煎服，5～10g,血虚发痉及阴虚火旺者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,解表药/发散风寒药/防风.md
370,香薷,解表药,发散风寒药,,发汗解表、化湿和中为要,辛，微温,肺、胃经,发汗解表；化湿和中；利水消肿,暑湿感冒（阴暑）；水肿、小便不利,煎服，3～10g,表虚有汗及暑热证者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,解表药/发散风寒药/香薷.md
371,麻黄,解表药,发散风寒药,,发汗解表、宣肺平喘为要,辛、微苦，温,肺、膀胱经,发汗解表；宣肺平喘；利水消肿,风寒表实无汗证；咳嗽气喘；风水水肿,煎服，2～10g；发汗解表宜生用，平喘止咳多蜜炙用,表虚自汗、阴虚盗汗及肺肾虚喘者慎用；高血压、失眠者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,解表药/发散风寒药/麻黄.md
372,升麻,解表药,发散风热药,,解表透疹、清热解毒为要,辛、微甘，微寒,肺、脾、胃、大肠经,解表透疹；清热解毒；升举阳气,外感表证、麻疹不透；热毒疮疡；气虚下陷,煎服，3～10g,麻疹已透及阴虚火旺者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,解表药/发散风热药/升麻.md
373,柴胡,解表药,发散风热药,,解表退热、疏肝解郁为要,苦、辛，微寒,肝、胆经,解表退热；疏肝解郁；升举阳气,表证发热、少阳证寒热往来；肝郁气滞；气虚下陷、脏器脱垂,煎服，3～10g,肝阳上亢、肝风内动者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,解表药/发散风热药/柴胡.md
374,桑叶,解表药,发散风热药,,疏散风热、清肺润燥为要,苦、甘，寒,肺、肝经,疏散风热；清肺润燥；平抑肝阳；清肝明目,风热感冒、温病初起；肺热燥咳；肝阳上亢眩晕；目赤昏花,煎服，5～10g,无明显禁忌,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,解表药/发散风热药/桑叶.md
375,淡豆豉,解表药,发散风热药,,解表、除烦为要,苦、辛，凉,肺、胃经,解表；除烦；宣发郁热,外感表证；热病烦闷,煎服，6～12g,无明显禁忌,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,解表药/发散风热药/淡豆豉.md
376,牛蒡子,解表药,发散风热药,,疏散风热、宣肺祛痰为要,辛、苦，寒,肺、胃经,疏散风热；宣肺祛痰；利咽透疹；解毒消肿,风热感冒、咽喉肿痛；麻疹不透；痈肿疮毒,煎服，6～12g,气虚便溏者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,解表药/发散风热药/牛蒡子.md
377,菊花,解表药,发散风热药,,疏散风热、平抑肝阳为要,辛、甘、苦，微寒,肺、肝经,疏散风热；平抑肝阳；清肝明目；清热解毒,风热感冒；肝阳上亢眩晕；目赤肿痛；疮痈肿毒,煎服，5～10g,无明显禁忌,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,解表药/发散风热药/菊花.md
378,葛根,解表药,发散风热药,,解肌退热、生津止渴为要,甘、辛，凉,脾、胃、肺经,解肌退热；生津止渴；透疹；升阳止泻；通经活络,表证发热；热病口渴、消渴；麻疹不透；湿热泻痢、脾虚泄泻；项背强痛,煎服，9～15g,无明显禁忌,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,解表药/发散风热药/葛根.md
379,蔓荆子,解表药,发散风热药,,疏散风热、清利头目为要,辛、苦，微寒,膀胱、肝、胃经,疏散风热；清利头目,风热感冒头痛；目赤肿痛、目昏多泪,煎服，5～10g,血虚有火之头痛目眩者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,解表药/发散风热药/蔓荆子.md
380,薄荷,解表药,发散风热药,,疏散风热、清利头目为要,辛，凉,肺、肝经,疏散风热；清利头目；利咽透疹；疏肝行气,风热感冒、温病初起；头痛目赤、咽喉肿痛；麻疹不透、风疹瘙痒；肝郁气滞,煎服，3～6g，后下,体虚多汗者不宜,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,解表药/发散风热药/薄荷.md
381,蝉蜕,解表药,发散风热药,,疏散风热、利咽开音为要,甘，寒,肺、肝经,疏散风热；利咽开音；透疹；明目退翳；息风止痉,风热感冒、咽痛音哑；麻疹不透、风疹瘙痒；目赤翳障；急慢惊风,煎服，3～6g,孕妇慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,解表药/发散风热药/蝉蜕.md
382,使君子,驱虫药,,,杀虫消积为要,甘，温,脾、胃经,杀虫消积,蛔虫病，蛲虫病，虫积腹痛；小儿疳积,煎服，9～12g，捣碎；取仁炒香嚼服，6～9g；小儿每岁1～1.5粒，总量不超过20粒,大量服用可致呃逆、眩晕；忌与热茶同服,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,驱虫药/使君子.md
383,南瓜子,驱虫药,,,杀虫为要,甘，平,大肠经,杀虫,绦虫病，血吸虫病,研粉冷开水调服，60～120g；或连壳捣碎煎服,无明显禁忌,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,驱虫药/南瓜子.md
384,榧子,驱虫药,,,杀虫消积、润肠通便为要,甘，平,肺、胃、大肠经,杀虫消积；润肠通便；润肺止咳,虫积腹痛；肠燥便秘；肺燥咳嗽,炒熟嚼服，9～15g,大便溏薄、肺热咳嗽者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,驱虫药/榧子.md
385,槟榔,驱虫药,,,杀虫、消积为要,苦、辛，温,胃、大肠经,杀虫；消积；行气；利水；截疟,绦虫病，蛔虫病，姜片虫病，虫积腹痛；食积气滞，泻痢后重；水肿，脚气肿痛；疟疾,煎服，3～10g；驱绦虫、姜片虫30～60g,脾虚便溏者慎用；孕妇慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,驱虫药/槟榔.md
386,苦楝皮,驱虫药,,,杀虫、疗癣为要,苦，寒；有毒,肝、脾、胃经,杀虫；疗癣,蛔虫病，钩虫病，蛲虫病；疥癣瘙痒,煎服，3～6g；外用适量,有毒，不宜过量久服；肝肾功能不全者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,驱虫药/苦楝皮.md
387,雷丸,驱虫药,,"[中药学, 驱虫药]",杀虫消积为要,微苦，寒；有小毒,胃、大肠经,杀虫消积,绦虫病，钩虫病，蛔虫病，虫积腹痛，小儿疳积,研粉吞服，每次15～21g，每日2～3次；不入煎剂,有小毒，不宜久服；脾胃虚寒者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,驱虫药/雷丸.md
388,鹤草芽,驱虫药,,,杀虫为要,苦、涩，凉,肝、小肠、大肠经,杀虫,绦虫病,研粉吞服，每日30～45g，早晨空腹顿服,不入煎剂；服药后偶见恶心呕吐,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,驱虫药/鹤草芽.md
